FID,ID,SiteID,Class,Type,VD,HD,PPD,Waypoint,Accuracy,Latitude,Longitude,Complete,comments,Picture,Complete_D
136, ,Coho_survey_Reaches-284,Transient,"LWD, Debris Jam",1.700000000000000,3.100000000000000,0.300000000000000,370.000000000000000,8.000000000000000,47.083979999999997,-123.544839000000000,0, , ,No
137, ,Coho_survey_Reaches-284,Transient,"LWD, Debris Jam",2.100000000000000,4.000000000000000,0.300000000000000,372.000000000000000,6.000000000000000,47.086388999999997,-123.543351000000000,0, , ,No
138,1,Coho_survey_Reaches-001,Permenant,"Falls, Chute",1.500000000000000,5.000000000000000,0.000000000000000,325.000000000000000,10.000000000000000,46.648595000000000,-122.582776999999990,0,measurements estimated; could not obtain PPD,photo,No
139,2,Coho_survey_Reaches-001,Permenant,Chute,0.750000000000000,10.300000000000001,0.000000000000000,330.000000000000000,9.000000000000000,46.652203000000000,-122.577196000000000,0,measurements estimated; could not obtain PPD,photo,No
140,3,Coho_survey_Reaches-007,Transient,Debris Jam,0.400000000000000,0.500000000000000,0.250000000000000,319.000000000000000,12.000000000000000,46.835557000000001,-124.001963000000000,0, ,photo,No
141,4,Coho_survey_Reaches-007,Transient,Falls,1.300000000000000,0.600000000000000,0.300000000000000,320.000000000000000,9.000000000000000,46.835217999999998,-124.001675000000010,0,root falls,photo,No
142,5,Coho_survey_Reaches-007,Transient,"Falls, Debris Jam",0.500000000000000,0.300000000000000,0.500000000000000,322.000000000000000,6.000000000000000,46.833458000000000,-124.000162000000000,0, ,photo,No
143,6,Coho_survey_Reaches-007,Transient,"Falls, Debris Jam",0.600000000000000,2.200000000000000,0.200000000000000,323.000000000000000,6.000000000000000,46.833213999999998,-124.000140000000000,0, ,photo,No
144,7,Coho_survey_Reaches-007,Transient,"Falls, Debris Jam",0.500000000000000,0.400000000000000,0.400000000000000,325.000000000000000,3.000000000000000,46.832811999999997,-124.000427000000000,0,measurements estimated, ,No
145,8,Coho_survey_Reaches-007,Transient,Debris Jam,1.400000000000000,2.000000000000000,0.200000000000000,326.000000000000000,8.000000000000000,46.832203999999997,-124.000716000000000,0,debris jam not across full ""channel"" width, ,No
146,9,Coho_survey_Reaches-007,Transient,Debris Jam,1.200000000000000,1.500000000000000,0.000000000000000,327.000000000000000,8.000000000000000,46.831879999999998,-124.000949000000010,0,measurements estimated,video,No
147,10,Coho_survey_Reaches-014,Transient,"Falls, Debris Jam",1.000000000000000,0.000000000000000,0.000000000000000,743.000000000000000,7.000000000000000,47.188409999999998,-123.788767000000010,0, ,photo,No
148,11,Coho_survey_Reaches-014,Transient, ,0.500000000000000,0.000000000000000,0.000000000000000,744.000000000000000,7.000000000000000,47.188673999999999,-123.786815000000000,0, , ,No
149,12,Coho_survey_Reaches-014,Transient,"LWD, Debris Jam",0.000000000000000,0.000000000000000,0.000000000000000,745.000000000000000,6.000000000000000,47.188828000000001,-123.786612000000010,0, ,photo,No
150,13,Coho_survey_Reaches-017,Transient,Falls,0.800000000000000,0.000000000000000,0.500000000000000,175.000000000000000,13.000000000000000,46.624146000000003,-122.555892000000000,0, ,photo,No
151,14,Coho_survey_Reaches-017,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,178.000000000000000,6.000000000000000,46.623303999999997,-122.551237000000000,0,two beaver dams,photo,No
152,15,Coho_survey_Reaches-017,Transient,Beaver Dam,1.500000000000000,0.000000000000000,0.000000000000000,179.000000000000000,8.000000000000000,46.623339000000001,-122.550621000000010,-1, ,photo,Yes
153,16,Coho_survey_Reaches-019,Transient,Beaver Dam,0.860000000000000,1.100000000000000,0.300000000000000,269.000000000000000,6.000000000000000,46.864384000000001,-124.017335000000000,0, , ,No
154,17,Coho_survey_Reaches-019,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,270.000000000000000,6.000000000000000,46.864018000000002,-124.016880000000000,0, , ,No
155,18,Coho_survey_Reaches-019,Transient,"Falls, Debris Jam, Beaver Dam",0.700000000000000,0.800000000000000,0.300000000000000,271.000000000000000,6.000000000000000,46.863728999999999,-124.016441000000000,0, ,photo,No
156,19,Coho_survey_Reaches-019,Transient,Beaver Dam,0.800000000000000,0.800000000000000,0.300000000000000,272.000000000000000,6.000000000000000,46.863584000000003,-124.016170000000000,0, , ,No
157,20,Coho_survey_Reaches-019,Transient,Beaver Dam,0.400000000000000,0.400000000000000,0.200000000000000,273.000000000000000,12.000000000000000,46.863489000000001,-124.015958000000000,0, , ,No
158,21,Coho_survey_Reaches-019,Transient,Beaver Dam,0.200000000000000,0.200000000000000,0.200000000000000,274.000000000000000,12.000000000000000,46.863326999999998,-124.015884000000000,0, , ,No
159,22,Coho_survey_Reaches-019,Transient,Beaver Dam,0.600000000000000,1.000000000000000,0.200000000000000,275.000000000000000,12.000000000000000,46.863087000000000,-124.015829000000000,0, ,photo,No
160,23,Coho_survey_Reaches-019,Transient,Beaver Dam,1.200000000000000,1.700000000000000,0.300000000000000,276.000000000000000,12.000000000000000,46.863005000000001,-124.015497000000000,0, ,photo,No
161,24,Coho_survey_Reaches-019,Transient,"Debris Jam, Beaver Dam",0.500000000000000,0.500000000000000,0.000000000000000,361.000000000000000,12.000000000000000,46.868313000000001,-124.018979000000000,0, ,photo,No
162,25,Coho_survey_Reaches-022,Transient,Falls,1.200000000000000,0.000000000000000,0.000000000000000,492.000000000000000,4.000000000000000,47.272174999999997,-123.603751000000000,0,root falls,photo,No
163,26,Coho_survey_Reaches-023,Transient,Beaver Dam,1.500000000000000,0.000000000000000,0.000000000000000,420.000000000000000,7.000000000000000,46.857723999999997,-123.861709000000000,-1,no plunge pool or landing pool at time of survey,photo,Yes
164,27,Coho_survey_Reaches-023,Transient,Beaver Dam,2.000000000000000,0.000000000000000,0.000000000000000,422.000000000000000,7.000000000000000,46.858620999999999,-123.861937999999990,0, ,photo,No
165,28,Coho_survey_Reaches-024,Transient,"Falls, Debris Jam",0.000000000000000,0.000000000000000,0.000000000000000,104.000000000000000,0.000000000000000,47.124830000000003,-123.597174999999990,0,"debris, step falls",photo,No
166,29,Coho_survey_Reaches-026,Permenant,Falls,1.500000000000000,6.000000000000000,1.000000000000000,167.000000000000000,15.000000000000000,47.421224000000002,-123.716247999999990,-1,"PPD estimated, no coho found upstream",photo,Yes
167,30,Coho_survey_Reaches-026,Permenant,Falls,3.200000000000000,6.000000000000000,1.000000000000000,168.000000000000000,16.000000000000000,47.422142000000001,-123.717187999999990,-1, ,photo,Yes
168,31,Coho_survey_Reaches-027,Transient,Beaver Dam,0.600000000000000,0.000000000000000,0.000000000000000,291.000000000000000,0.000000000000000,46.739226000000002,-123.282743000000000,0, , ,No
169,32,Coho_survey_Reaches-027,Transient,"Falls, LWD",0.650000000000000,0.000000000000000,0.150000000000000,293.000000000000000,7.000000000000000,46.740648999999998,-123.285357000000000,0, , ,No
170,33,Coho_survey_Reaches-027,Transient,Beaver Dam,0.700000000000000,0.000000000000000,0.000000000000000,295.000000000000000,5.000000000000000,46.741045000000000,-123.285748000000000,0, , ,No
171,34,Coho_survey_Reaches-027,Permenant,Falls,2.500000000000000,0.000000000000000,0.000000000000000,302.000000000000000,15.000000000000000,46.743163000000003,-123.297451000000000,-1, ,photo,Yes
172,35,Coho_survey_Reaches-034,Permenant,Falls,3.800000000000000,15.900000000000000,0.000000000000000,142.000000000000000,13.000000000000000,47.290807999999998,-123.786081000000000,-1,PPD unsafe to obtain,photo,Yes
173,36,Coho_survey_Reaches-040,Transient,Falls,0.900000000000000,2.100000000000000,0.300000000000000,170.000000000000000,7.000000000000000,47.117412000000002,-123.535600000000000,0,root falls,photo,No
174,37,Coho_survey_Reaches-040,Permenant,Bedrock Slide,1.400000000000000,5.850000000000000,0.000000000000000,175.000000000000000,11.000000000000000,47.119981000000003,-123.534522999999990,0,PPD=sheet flow,photo,No
175,38,Coho_survey_Reaches-043,Permenant,Falls,3.520000000000000,0.000000000000000,0.000000000000000,312.000000000000000,8.000000000000000,46.720168999999999,-123.298243000000000,-1,PPD unsafe to obtain,photo,Yes
176,39,Coho_survey_Reaches-043,Permenant,"Falls, Chute",2.250000000000000,6.000000000000000,1.100000000000000,313.000000000000000,10.000000000000000,46.720289000000001,-123.296555000000000,0, ,photo,No
177,41,Coho_survey_Reaches-050,Transient, ,0.000000000000000,0.000000000000000,0.000000000000000,147.000000000000000,6.000000000000000,47.310184000000000,-123.861636000000000,0,"transient barrier, bog-like wetland; no barrier-type or measurements records", ,No
178,42,Coho_survey_Reaches-054,Permenant,Chute,1.700000000000000,0.000000000000000,0.000000000000000,266.000000000000000,7.000000000000000,47.359498000000002,-123.645428000000000,0,called a falls in the field,video,No
179,43,Coho_survey_Reaches-054,Permenant,Falls,2.000000000000000,0.000000000000000,0.000000000000000,267.000000000000000,7.000000000000000,47.359169000000001,-123.644220000000000,-1, ,photo,Yes
180,44,Coho_survey_Reaches-056,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,715.000000000000000,3.000000000000000,46.366663000000003,-123.171032999999990,0, ,video,No
181,45,Coho_survey_Reaches-056,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,716.000000000000000,5.000000000000000,46.366796999999998,-123.171280000000000,0, ,photo,No
182,46,Coho_survey_Reaches-056,Transient,Debris Jam,0.800000000000000,0.500000000000000,0.300000000000000,718.000000000000000,4.000000000000000,46.367983000000002,-123.173057000000000,0,"measurements estimated, PPD<0.3",photo,No
183,47,Coho_survey_Reaches-056,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,443.000000000000000,7.000000000000000,46.368377000000002,-123.173469999999990,0,"base of debris jam, continues until 720; unsurvable stream ~2m below logs/debris tunnel, debris jam causes potential cessesation of surface flow",photo,No
184,48,Coho_survey_Reaches-056,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,720.000000000000000,5.000000000000000,46.368611000000001,-123.173604000000000,0, , ,No
185,49,Coho_survey_Reaches-056,Transient,Debris Jam,0.700000000000000,0.500000000000000,0.300000000000000,721.000000000000000,6.000000000000000,46.368662999999998,-123.173648000000000,0,this is also downstream end of wetland, ,No
186,50,Coho_survey_Reaches-056,Permenant,Falls,0.500000000000000,0.900000000000000,0.500000000000000,722.000000000000000,6.000000000000000,46.369217999999996,-123.174758999999990,0,classified as permenant but it is soft composite soild not bedrock,photo,No
187,51,Coho_survey_Reaches-056,Transient,"Falls, Debris Jam",1.200000000000000,1.500000000000000,0.000000000000000,723.000000000000000,6.000000000000000,46.369368999999999,-123.175442000000000,0, ,photo,No
188,52,Coho_survey_Reaches-056,Transient,"Falls, LWD",0.700000000000000,1.500000000000000,0.300000000000000,724.000000000000000,4.000000000000000,46.369635000000002,-123.176250000000000,0, ,photo,No
189,53,Coho_survey_Reaches-056,Permenant,Falls,0.500000000000000,0.000000000000000,0.000000000000000,727.000000000000000,4.000000000000000,46.366548000000002,-123.170893000000010,0,"stream braids, small soil composite falls on each braid; RB=0.5VD, LB=0.4 VD, appeared to be a hole",photo,No
190,54,Coho_survey_Reaches-056,Transient,"Debris Jam, Mass Wasting",0.000000000000000,0.000000000000000,0.000000000000000,728.000000000000000,7.000000000000000,46.366300000000003,-123.170612000000010,0,"""organic debris aggregate""; hard to classify composite of soil, LWD, plant matter",photo,No
191,55,Coho_survey_Reaches-058,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,249.000000000000000,9.000000000000000,47.163055999999997,-123.878688999999990,0,root wad ""log jam"",photo,No
192,56,Coho_survey_Reaches-058,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,251.000000000000000,7.000000000000000,47.159692000000000,-123.881837000000000,0,2 beaver dams; complex upstream, ,No
193,57,Coho_survey_Reaches-123,Permenant,Cascade,0.840000000000000,9.000000000000000,0.350000000000000,110.000000000000000,7.000000000000000,46.681424000000000,-123.356643000000010,0, , ,No
194,58,Coho_survey_Reaches-123,Transient,LWD,0.000000000000000,30.000000000000000,0.000000000000000,111.000000000000000,7.000000000000000,46.681455999999997,-123.356512000000000,0, , ,No
195,59,Coho_survey_Reaches-123,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,112.000000000000000,8.000000000000000,46.682046999999997,-123.356031000000000,0, , ,No
196,60,Coho_survey_Reaches-125,Transient,Falls,1.200000000000000,0.000000000000000,0.700000000000000,199.000000000000000,9.000000000000000,47.008695000000003,-123.080662000000000,0, ,photo,No
197,61,Coho_survey_Reaches-125,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,204.000000000000000,8.000000000000000,47.011817000000001,-123.084781000000010,0, ,photo,No
198,62,Coho_survey_Reaches-125,Transient,"Falls, LWD",0.900000000000000,0.000000000000000,0.450000000000000,206.000000000000000,9.000000000000000,47.013877999999998,-123.085997000000010,0, ,photo,No
199,63,Coho_survey_Reaches-125,Transient,Debris Jam,0.750000000000000,0.000000000000000,0.300000000000000,207.000000000000000,10.000000000000000,47.014234999999999,-123.086427000000000,0, ,photo,No
200,64,Coho_survey_Reaches-125,Transient,"Falls, Debris Jam",0.800000000000000,1.300000000000000,0.100000000000000,210.000000000000000,9.000000000000000,47.015712000000001,-123.087796999999990,0, ,photo,No
201,65,Coho_survey_Reaches-125,Transient,"Falls, Debris Jam",1.200000000000000,0.750000000000000,0.100000000000000,211.000000000000000,10.000000000000000,47.015942000000003,-123.088174000000000,0,ppd<0.1,photo,No
202,66,Coho_survey_Reaches-125,Transient,"Falls, Debris Jam",1.100000000000000,0.800000000000000,0.100000000000000,213.000000000000000,8.000000000000000,47.016371999999997,-123.088440000000010,0,ppd<0.1,photo,No
203,67,Coho_survey_Reaches-125,Permenant,Bedrock Slide,0.400000000000000,5.300000000000000,0.000000000000000,218.000000000000000,7.000000000000000,47.017149000000003,-123.089530999999990,0, ,photo,No
204,68,Coho_survey_Reaches-125,Transient,"Falls, Debris Jam",1.340000000000000,0.900000000000000,0.200000000000000,219.000000000000000,9.000000000000000,47.017696000000001,-123.090260000000000,0, ,photo,No
205,69,Coho_survey_Reaches-125,Transient,"Falls, Debris Jam",1.700000000000000,1.000000000000000,0.100000000000000,221.000000000000000,6.000000000000000,47.018023999999997,-123.090577000000000,0,ppd<0.1,photo,No
206,70,Coho_survey_Reaches-125,Permenant,Falls,1.400000000000000,0.000000000000000,0.100000000000000,222.000000000000000,8.000000000000000,47.018475000000002,-123.091286000000000,0,"ppd<0.1; classified as permenant, small comopiste rock and soil falls",photo,No
207,71,Coho_survey_Reaches-130,Permenant,Falls,2.380000000000000,0.000000000000000,0.400000000000000,310.000000000000000,10.000000000000000,46.947614999999999,-123.175038000000000,-1, ,photo,Yes
208,72,Coho_survey_Reaches-130,Permenant,Falls,2.200000000000000,0.000000000000000,0.430000000000000,310.000000000000000,10.000000000000000,46.947614999999999,-123.175038000000000,0, ,photo,No
209,73,Coho_survey_Reaches-135,Transient,Beaver Dam,1.300000000000000,0.000000000000000,0.000000000000000,451.000000000000000,4.000000000000000,46.913652999999996,-123.890244000000000,0, ,photo,No
210,74,Coho_survey_Reaches-135,Transient,Beaver Dam,1.000000000000000,0.000000000000000,0.000000000000000,453.000000000000000,4.000000000000000,46.912967999999999,-123.889177000000000,0, , ,No
211,75,Coho_survey_Reaches-136,Transient,"Debris Jam, Beaver Dam",0.000000000000000,0.000000000000000,0.000000000000000,226.000000000000000,0.000000000000000,47.108989999999999,-123.625626000000000,0, , ,No
212,76,Coho_survey_Reaches-139,Transient,Beaver Dam,0.850000000000000,1.200000000000000,0.900000000000000,230.000000000000000,4.000000000000000,46.794879000000002,-123.363073000000000,0, ,photo,No
213,77,Coho_survey_Reaches-139,Transient,Beaver Dam,0.500000000000000,0.200000000000000,0.200000000000000,232.000000000000000,5.000000000000000,46.794231000000003,-123.364925000000000,0, ,photo,No
214,78,Coho_survey_Reaches-139,Permenant,Chute,0.700000000000000,1.400000000000000,0.200000000000000,238.000000000000000,8.000000000000000,46.790058999999999,-123.375710000000000,0, ,photo,No
215,79,Coho_survey_Reaches-139,Transient,"LWD, Debris Jam",1.200000000000000,1.200000000000000,0.100000000000000,239.000000000000000,9.000000000000000,46.789755000000000,-123.376307000000000,0,ppd<0.1,photo,No
216,80,Coho_survey_Reaches-139,Permenant,Falls,2.300000000000000,7.000000000000000,0.050000000000000,240.000000000000000,16.000000000000000,46.788480999999997,-123.378242000000000,-1, , ,Yes
217,81,Coho_survey_Reaches-142,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,181.000000000000000,6.000000000000000,47.200322999999997,-123.838216000000000,0, ,photo,No
218,82,Coho_survey_Reaches-142,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,187.000000000000000,6.000000000000000,47.205443000000002,-123.842263000000000,0,lwd/old bridge,photo,No
219,83,Coho_survey_Reaches-143,Permenant,Falls,2.200000000000000,5.400000000000000,1.200000000000000,226.000000000000000,12.000000000000000,47.072631999999999,-123.620059000000000,-1, ,photo,Yes
220,84,Coho_survey_Reaches-145,Permenant,Cascade,2.720000000000000,14.000000000000000,0.000000000000000,156.000000000000000,5.000000000000000,46.717291000000003,-122.733638000000000,0, , ,No
221,85,Coho_survey_Reaches-146,Transient,Beaver Dam,1.300000000000000,0.000000000000000,0.000000000000000,285.000000000000000,7.000000000000000,47.264766999999999,-123.776642000000000,0, ,photo,No
222,86,Coho_survey_Reaches-151,Permenant,"Falls, Chute",0.800000000000000,2.930000000000000,0.600000000000000,115.000000000000000,7.000000000000000,46.892760000000003,-123.795734000000000,0, ,photo,No
223,87,Coho_survey_Reaches-151,Transient,LWD,0.500000000000000,0.500000000000000,0.100000000000000,118.000000000000000,5.000000000000000,46.894832999999998,-123.795660000000000,0, ,photo,No
224,88,Coho_survey_Reaches-151,Permenant,Chute,0.400000000000000,1.200000000000000,0.100000000000000,119.000000000000000,6.000000000000000,46.893766999999997,-123.795584000000010,0, ,photo,No
225,89,Coho_survey_Reaches-151,Transient,LWD,0.500000000000000,1.000000000000000,0.700000000000000,122.000000000000000,8.000000000000000,46.892685999999998,-123.795759000000000,0, , ,No
226,90,Coho_survey_Reaches-151,Permenant,Chute,0.930000000000000,2.240000000000000,0.000000000000000,126.000000000000000,7.000000000000000,46.892502000000000,-123.795788000000000,0, ,photo,No
227,91,Coho_survey_Reaches-151,Transient,"Falls, Debris Jam",0.300000000000000,0.500000000000000,0.300000000000000,128.000000000000000,6.000000000000000,46.887193000000003,-123.791918000000000,0, ,photo,No
228,92,Coho_survey_Reaches-151,Permenant,Chute,0.000000000000000,5.500000000000000,0.100000000000000,130.000000000000000,6.000000000000000,46.887096000000000,-123.792007000000000,0,"ppd<0.1, sheet flow",photo,No
229,93,Coho_survey_Reaches-154,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,498.000000000000000,5.000000000000000,47.157234000000003,-123.964501000000000,0, , ,No
230,94,Coho_survey_Reaches-154,Transient,"Falls, Debris Jam",1.000000000000000,0.000000000000000,0.500000000000000,501.000000000000000,6.000000000000000,47.155112000000003,-123.971481999999990,0, ,photo,No
231,95,Coho_survey_Reaches-154,Permenant,Falls,1.800000000000000,3.000000000000000,0.200000000000000,502.000000000000000,6.000000000000000,47.155538999999997,-123.973508000000000,-1, ,photo,Yes
232,96,Coho_survey_Reaches-160,Transient,"Falls, LWD",0.600000000000000,1.200000000000000,0.000000000000000,135.000000000000000,9.000000000000000,46.477119999999999,-123.363866000000000,0, ,photo,No
233,97,Coho_survey_Reaches-160,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,136.000000000000000,9.000000000000000,46.477485000000001,-123.366741000000000,0, ,photo,No
234,98,Coho_survey_Reaches-160,Transient,LWD,2.300000000000000,0.000000000000000,0.000000000000000,326.000000000000000,4.000000000000000,46.478355149999999,-123.357847000000010,0, ,photo,No
235,99,Coho_survey_Reaches-166,Permenant,Chute,0.000000000000000,0.000000000000000,0.000000000000000,263.000000000000000,6.000000000000000,47.343117999999997,-123.665218999999990,0,bottom of chute, ,No
236,100,Coho_survey_Reaches-168,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,354.000000000000000,5.000000000000000,47.224198000000001,-123.745697000000010,0, , ,No
237,101,Coho_survey_Reaches-168,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,355.000000000000000,5.000000000000000,47.224300999999997,-123.745399000000010,0, ,photo,No
238,102,Coho_survey_Reaches-168,Transient,Beaver Dam,1.370000000000000,0.000000000000000,0.550000000000000,356.000000000000000,8.000000000000000,47.224657000000001,-123.744947000000000,0, ,photo,No
239,103,Coho_survey_Reaches-173,Permenant,Falls,0.960000000000000,1.000000000000000,0.760000000000000,263.000000000000000,9.000000000000000,47.071863000000000,-123.210944000000000,0, , ,No
240,104,Coho_survey_Reaches-175,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,370.000000000000000,4.000000000000000,47.158759000000003,-123.333350999999990,0, ,photo,No
241,105,Coho_survey_Reaches-177,Transient,LWD,1.200000000000000,0.300000000000000,0.200000000000000,245.000000000000000,4.000000000000000,46.733826999999998,-122.711084000000000,0,tree root barrier,photo,No
242,106,Coho_survey_Reaches-179,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,177.000000000000000,8.000000000000000,46.790196000000002,-124.021608000000000,0, , ,No
243,107,Coho_survey_Reaches-179,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,178.000000000000000,11.000000000000000,46.790151999999999,-124.022085000000000,0, , ,No
244,108,Coho_survey_Reaches-179,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,179.000000000000000,11.000000000000000,46.789979000000002,-124.023340000000000,0, , ,No
245,109,Coho_survey_Reaches-179,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,232.000000000000000,8.000000000000000,46.794570999999998,-124.033247000000000,0, , ,No
246,110,Coho_survey_Reaches-180,Permenant,Bedrock Slide,3.000000000000000,15.000000000000000,0.000000000000000,158.000000000000000,7.000000000000000,47.184710000000003,-123.578170000000000,0, ,photo,No
247,111,Coho_survey_Reaches-181,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,408.000000000000000,8.000000000000000,46.758026000000001,-123.225218000000000,0, ,photo,No
248,112,Coho_survey_Reaches-181,Transient,Beaver Dam,2.000000000000000,0.000000000000000,0.100000000000000,409.000000000000000,7.000000000000000,46.757720999999997,-123.225013000000000,0, ,photo,No
249,113,Coho_survey_Reaches-181,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,413.000000000000000,8.000000000000000,46.753866000000002,-123.226695000000010,0, ,photo,No
250,114,Coho_survey_Reaches-183,Transient,"Falls, LWD",0.000000000000000,0.000000000000000,0.000000000000000,211.000000000000000,14.000000000000000,46.878324999999997,-123.345872000000000,0, ,photo,No
251,115,Coho_survey_Reaches-183,Transient,LWD,0.000000000000000,0.000000000000000,0.100000000000000,214.000000000000000,10.000000000000000,46.878535999999997,-123.347335000000000,0, ,photo,No
252,116,Coho_survey_Reaches-183,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,215.000000000000000,8.000000000000000,46.878577000000000,-123.347607000000000,0, , ,No
253,117,Coho_survey_Reaches-184,Permenant,"Falls, Bedrock Slide",1.840000000000000,7.200000000000000,0.200000000000000,732.000000000000000,8.000000000000000,46.401166000000003,-123.159114000000000,0, ,photo,No
254,118,Coho_survey_Reaches-184,Permenant,Cascade,1.620000000000000,13.320000000000000,0.500000000000000,733.000000000000000,7.000000000000000,46.401344000000002,-123.159346000000000,0,component of cascade/step-pool complex; step 1,photo,No
255,119,Coho_survey_Reaches-184,Permenant,Cascade,1.620000000000000,6.280000000000000,0.300000000000000,734.000000000000000,8.000000000000000,46.401331999999996,-123.159540000000010,0,component of cascade/step-pool complex; step 2,photo,No
256,120,Coho_survey_Reaches-184,Permenant,Cascade,1.290000000000000,7.460000000000000,0.500000000000000,735.000000000000000,8.000000000000000,46.401468000000001,-123.159666000000000,0,"component of cascade/step-pool complex; step 3, final step",photo,No
257,121,Coho_survey_Reaches-184,Permenant,"Falls, Cascade",2.140000000000000,10.000000000000000,0.700000000000000,736.000000000000000,7.000000000000000,46.401601999999997,-123.159741000000000,0, ,photo,No
258,122,Coho_survey_Reaches-184,Permenant,"Falls, Cascade",1.250000000000000,4.020000000000000,0.300000000000000,737.000000000000000,6.000000000000000,46.401727999999999,-123.159741999999990,0, ,photo,No
259,123,Coho_survey_Reaches-184,Permenant,Falls,3.480000000000000,9.100000000000000,1.000000000000000,738.000000000000000,8.000000000000000,46.401913999999998,-123.159805000000010,0, ,photo,No
260,124,Coho_survey_Reaches-184,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,739.000000000000000,8.000000000000000,46.396419999999999,-123.159648000000000,0, ,video,No
261,125,Coho_survey_Reaches-192,Transient,"LWD, Debris Jam",0.000000000000000,0.000000000000000,0.000000000000000,359.000000000000000,5.000000000000000,46.589750000000002,-123.343717000000000,0,"potential barrier, no coho above but many below",photo,No
262,126,Coho_survey_Reaches-193,Permenant,"Falls, Cascade",3.000000000000000,25.000000000000000,0.000000000000000,284.000000000000000,18.000000000000000,46.675984999999997,-122.666045000000000,-1,"slope=16.6%, no ppd data",photo,Yes
263,127,Coho_survey_Reaches-145,Permenant,"Falls, Cascade",2.720000000000000,8.840000000000000,0.000000000000000,150.000000000000000,4.000000000000000,46.715941000000001,-122.732369000000010,-1,not data recorded but minimal pludge pool present,photo,Yes
264,128,Coho_survey_Reaches-128,Permenant,Falls,1.000000000000000,1.000000000000000,0.500000000000000,45.000000000000000,6.000000000000000,46.585154000000003,-123.298265000000000,0,step one of two,photo,No
265,129,Coho_survey_Reaches-128,Permenant,Falls,1.100000000000000,2.000000000000000,0.500000000000000,45.000000000000000,6.000000000000000,46.585154000000003,-123.298265000000000,0, ,photo,No
266,130,Coho_survey_Reaches-134,Permenant,Falls,30.000000000000000,0.000000000000000,0.000000000000000,137.000000000000000,6.000000000000000,47.353298520000003,-123.565459200000010,0,"Sppon Creek falls, could not obtain ppd or HD",photo,No
267,131,Coho_survey_Reaches-166,Permenant,Falls,6.750000000000000,0.000000000000000,0.000000000000000,85.000000000000000,5.000000000000000,47.343784999999997,-123.667316000000000,-1,could not obtain PPD or HD,photo,Yes
268,132,Coho_survey_Reaches-054,Permenant,Falls,8.250000000000000,0.000000000000000,0.000000000000000,86.000000000000000,4.000000000000000,47.365326000000003,-123.663996000000000,0,"could not obtain HD, PPD estimated at >2m", ,No
269,133,Coho_survey_Reaches-259,Permenant,"Falls, Cascade",4.920000000000000,26.180000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,need waypoint…slope of feature is 18.79%, ,No
270,134,Steelhead_survey_Reaches-001,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,146.000000000000000,4.000000000000000,46.942712000000000,-123.114155999999990,0, , ,No
271,135,Steelhead_survey_Reaches-001,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,148.000000000000000,8.000000000000000,46.945633999999998,-123.108962000000010,0, , ,No
272,136,Steelhead_survey_Reaches-003,Transient,"Falls, LWD",0.000000000000000,0.000000000000000,0.000000000000000,493.000000000000000,5.000000000000000,46.795333999999997,-123.357113000000000,0, , ,No
273,137,Steelhead_survey_Reaches-003,Transient,Beaver Dam,0.450000000000000,0.000000000000000,0.000000000000000,496.000000000000000,4.000000000000000,46.801240999999997,-123.338336000000000,0, , ,No
274,138,Steelhead_survey_Reaches-003,Transient,Beaver Dam,0.850000000000000,0.000000000000000,0.000000000000000,497.000000000000000,4.000000000000000,46.801448000000001,-123.338380000000000,0, , ,No
